Protest,Region,Country,Location,Start_day,Start_month,Start_year,End_day,End_month,End_year,Protester_violence,Protester_identity,Protester_demand,State_response_level,State_response,,Participants_estimate,Participants_low,Participants_high,Participants_average
1953,Europe,United Kingdom,Liverpool,28,3,2009,28,3,2009,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1603,Europe,Slovenia,Ljubljana,30,11,2012,30,11,2012,1,protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1604,Europe,Slovenia,Ljubljana,11,1,2013,11,1,2013,0,protesters,removal of politician,2,ignore,,100-999,100,999,550
1605,Europe,Slovenia,Ljubljana,9,3,2013,9,3,2013,0,protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1607,Europe,Slovenia,Ljubljana,14,3,2018,14,3,2018,0,teachers,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1609,Europe,Slovenia,Ljubljana,27,4,2013,27,4,2013,0,protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1611,Europe,Slovenia,Ljubljana,28,11,2009,28,11,2009,0,protesters,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1612,Europe,Slovenia,Ljubljana,8,2,2013,8,2,2013,0,protesters,removal of politician,2,ignore,,>10000,10000,10000,10000
1993,Europe,United Kingdom,London,5,11,2015,5,11,2015,0,anti capitalist protesters,"political behavior, process",4,arrests,,>10000,10000,10000,10000
2036,Europe,United Kingdom,London,20,10,2018,20,10,2018,0,Britons demanding that the government call a new referendum on Britain s exit from the European Union,"political behavior, process",2,ignore,,>10000,10000,10000,10000
2008,Europe,United Kingdom,London,6,2,2017,6,2,2017,0,pro Israel demonstrators,"political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
2009,Europe,United Kingdom,London,6,2,2017,6,2,2017,0,anti Israel activists,"political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
2033,Europe,United Kingdom,London,30,1,2017,30,1,2017,0,protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1892,Europe,United Kingdom,London,7,3,2018,7,3,2018,0,Campaign Against the Arms Trade,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1898,Europe,United Kingdom,London,15,11,2018,15,11,2018,0,"Extinction Rebellion  ER , experienced ecoactivists","political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1888,Europe,United Kingdom,London,25,6,2017,25,6,2017,1,Protesters opposed to man s death following contact with police,police brutality,3,crowd_dispersal,,5000-10000,5000,10000,7500
2010,Europe,United Kingdom,London,7,5,2017,7,5,2017,0,Protesters calling for more action against knife crime,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1869,Europe,United Kingdom,London,4,1,2016,4,1,2016,0,protesters,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
1832,Europe,United Kingdom,London,1,4,2009,1,4,2009,0,protesters,"political behavior, process",3,crowd_dispersal,,5000-10000,5000,10000,7500
1834,Europe,United Kingdom,London,2,9,2013,2,9,2013,0,cyclists,"political behavior, process",1,accomodate,,5000-10000,5000,10000,7500
1835,Europe,United Kingdom,London,11,6,2014,11,6,2014,0,"black cab drivers, Licensed Taxi Drivers Association  LTDA ",labor wage dispute,2,ignore,,5000-10000,5000,10000,7500
1838,Europe,United Kingdom,London,10,3,2009,10,3,2009,0,Muslim anti war protesters,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1841,Europe,United Kingdom,London,5,5,2009,5,5,2009,0,protesters,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
1842,Europe,United Kingdom,London,9,6,2009,9,6,2009,1,UAF  umbrella group with anti racism groups and trade unions ,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1843,Europe,United Kingdom,London,22,4,2010,22,4,2010,0,anti war protesters,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1844,Europe,United Kingdom,London,1,5,2010,20,7,2010,0,protesters,"political behavior, process",3,crowd_dispersal,,5000-10000,5000,10000,7500
1846,Europe,United Kingdom,London,10,9,2010,10,9,2010,0,artists,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
1847,Europe,United Kingdom,London,27,10,2010,27,10,2010,0,protesters,"price increases, tax policy",2,ignore,,50-99,50,99,75
1850,Europe,United Kingdom,London,10,11,2011,10,11,2011,0,radical islamist group,"political behavior, process",2,ignore,,50-99,50,99,75
1855,Europe,United Kingdom,London,30,8,2012,30,8,2012,0,Students,"political behavior, process",2,ignore,,50-99,50,99,75
1865,Europe,United Kingdom,London,9,5,2015,9,5,2015,1,London Black Revolutionaries,"political behavior, process",4,arrests,,50-99,50,99,75
1878,Europe,United Kingdom,London,30,4,2016,30,4,2016,0,anti trident protesters and Nicola Sturgeon,"political behavior, process",2,ignore,,50-99,50,99,75
1882,Europe,United Kingdom,London,15,10,2016,15,10,2016,0,Citizens UK,"political behavior, process",2,ignore,,50-99,50,99,75
1883,Europe,United Kingdom,London,15,11,2016,15,11,2016,0,pro Brexit demonstrators,"political behavior, process",2,ignore,,50-99,50,99,75
1887,Europe,United Kingdom,London,16,6,2017,16,6,2017,1,People demanding the government rehouse all Grenfell fire victims,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1895,Europe,United Kingdom,London,23,6,2018,23,6,2018,0,Protesters supporting Britain s exit from the European Union,"political behavior, process",2,ignore,,50-99,50,99,75
1901,Europe,United Kingdom,London,1,4,2009,1,4,2009,1,protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1903,Europe,United Kingdom,London,19,10,2010,19,10,2010,0,Unison union,"price increases, tax policy",2,ignore,,50-99,50,99,75
1908,Europe,United Kingdom,London,9,11,2011,9,11,2011,0,students,"price increases, tax policy",4,arrests,,50-99,50,99,75
1912,Europe,United Kingdom,London,5,11,2014,5,11,2014,1,Anti capitalists ,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1913,Europe,United Kingdom,London,19,11,2014,19,11,2014,1,Students,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1915,Europe,United Kingdom,London,26,5,2015,26,5,2015,0,United Cabbies Group  UCG ,"political behavior, process",2,ignore,,50-99,50,99,75
1916,Europe,United Kingdom,London,20,6,2015,20,6,2015,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1917,Europe,United Kingdom,London,4,11,2015,4,11,2015,1,protesters and anarchist group     black bloc     ,"price increases, tax policy",3,crowd_dispersal,,50-99,50,99,75
1920,Europe,United Kingdom,London,2,7,2016,2,7,2016,0,demonstrators,"political behavior, process",2,ignore,,50-99,50,99,75
1921,Europe,United Kingdom,London,11,7,2016,11,7,2016,0,UK black lives matter,"political behavior, process",2,ignore,,50-99,50,99,75
1925,Europe,United Kingdom,London,4,2,2017,4,2,2017,0,demonstrators,"political behavior, process",2,ignore,,50-99,50,99,75
1928,Europe,United Kingdom,London,4,3,2017,4,3,2017,0,nurses,"political behavior, process",2,ignore,,50-99,50,99,75
1930,Europe,United Kingdom,London,5,2,2018,5,2,2018,0,People s Assembly Against Austerity and Health Campaigns Together,"political behavior, process",2,ignore,,50-99,50,99,75
1931,Europe,United Kingdom,London,9,6,2018,9,6,2018,1,Free Tommy Robinson group,"political behavior, process",4,arrests,,50-99,50,99,75
1934,Europe,United Kingdom,London,9,12,2018,9,12,2018,0,"Pro Brexit protesters organized by UKIP, a populist anti EU party","political behavior, process",2,ignore,,50-99,50,99,75
1942,Europe,United Kingdom,London,29,11,2013,29,11,2013,0,cyclists,"political behavior, process",2,ignore,,50-99,50,99,75
1945,Europe,United Kingdom,London,12,1,2009,12,1,2009,0,Climate rush environmental group,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1947,Europe,United Kingdom,London,5,2,2009,5,2,2009,0,taxi drivers,labor wage dispute,2,ignore,,50-99,50,99,75
1948,Europe,United Kingdom,London,16,2,2009,16,2,2009,0,photographers,"political behavior, process",2,ignore,,50-99,50,99,75
1950,Europe,United Kingdom,London,8,3,2009,8,3,2009,0,exiled Tibetans and British supporters,"political behavior, process",2,ignore,,50-99,50,99,75
1954,Europe,United Kingdom,London,22,10,2009,22,10,2009,1,anti racism groups,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1955,Europe,United Kingdom,London,29,1,2010,29,1,2010,0,anti war protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1959,Europe,United Kingdom,London,21,3,2011,21,3,2011,0,anti war demonstrators,"political behavior, process",2,ignore,,50-99,50,99,75
1964,Europe,United Kingdom,London,5,11,2011,5,11,2011,0,occupy protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1967,Europe,United Kingdom,London,17,7,2012,17,7,2012,0,Taxi Drivers,"political behavior, process",2,ignore,,50-99,50,99,75
1968,Europe,United Kingdom,London,27,7,2012,27,7,2012,0,Cyclists ,"political behavior, process",4,arrests,,50-99,50,99,75
1971,Europe,United Kingdom,London,12,10,2012,12,10,2012,0,Veterans ,"political behavior, process",2,ignore,,50-99,50,99,75
1977,Europe,United Kingdom,London,5,2,2013,5,2,2013,0,Gay activists,"political behavior, process",2,ignore,,50-99,50,99,75
1980,Europe,United Kingdom,London,16,7,2013,16,7,2013,0,cyclists,"political behavior, process",1,accomodate,,50-99,50,99,75
1982,Europe,United Kingdom,London,8,1,2014,8,1,2014,1,People,"political behavior, process",2,ignore,,50-99,50,99,75
1983,Europe,United Kingdom,London,8,3,2014,8,3,2014,0,barristers and solicitors,"political behavior, process",2,ignore,,50-99,50,99,75
1984,Europe,United Kingdom,London,1,7,2014,1,7,2014,0,protesters,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
1994,Europe,United Kingdom,London,1,12,2015,1,12,2015,0,Stop the War,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
2020,Europe,United Kingdom,London,10,11,2010,10,11,2010,1,students,"price increases, tax policy",4,arrests,,2000-4999,2000,4999,3500
2023,Europe,United Kingdom,London,26,3,2011,26,3,2011,1,"Trades Union Congress, teachers, nurses and public sector workers, militants, Black Bloc","political behavior, process",4,arrests,,2000-4999,2000,4999,3500
2028,Europe,United Kingdom,London,1,8,2014,1,8,2014,0,black cab drivers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
2029,Europe,United Kingdom,London,21,9,2014,21,9,2014,0,"activists, environmentalist","political behavior, process",2,ignore,,2000-4999,2000,4999,3500
2030,Europe,United Kingdom,London,18,10,2014,18,10,2014,0,Trades Union Congress,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
2035,Europe,United Kingdom,London,23,6,2018,23,6,2018,0,Protesters against Britain s exit from the European Union,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
2040,Europe,United Kingdom,London,23,3,2019,23,3,2019,0,Protesters in favor of a second Brexit referendum,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1884,Europe,United Kingdom,London,7,12,2016,7,12,2016,0,remain protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1997,Europe,United Kingdom,London,27,1,2016,27,1,2016,0,fishermen,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1957,Europe,United Kingdom,London,30,11,2010,30,11,2010,0,students,"price increases, tax policy",4,arrests,,2000-4999,2000,4999,3500
1909,Europe,United Kingdom,London,15,10,2011,28,2,2012,0,Occupy protesters,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
2024,Europe,United Kingdom,London,30,6,2011,30,6,2011,0,teachers and public sector workers,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1853,Europe,United Kingdom,London,29,3,2012,29,3,2012,0,"Leyton Members of the Occupy movement, local action group","political behavior, process",2,ignore,,1000-1999,1000,1999,1500
2026,Europe,United Kingdom,London,28,4,2012,28,4,2012,0,cyclists,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
2027,Europe,United Kingdom,London,10,5,2012,10,5,2012,0,"off duty police officers, civil servants","price increases, tax policy",2,ignore,,1000-1999,1000,1999,1500
2032,Europe,United Kingdom,London,21,1,2017,21,1,2017,0,feminist groups,social restrictions,2,ignore,,1000-1999,1000,1999,1500
1922,Europe,United Kingdom,London,5,8,2016,5,8,2016,0,UK black lives matter,"political behavior, process",4,arrests,,1000-1999,1000,1999,1500
1889,Europe,United Kingdom,London,28,7,2017,28,7,2017,1,Protesters opposed to the death of a black man after he was restrained by police,police brutality,3,crowd_dispersal,,1000-1999,1000,1999,1500
2017,Europe,United Kingdom,London,26,5,2018,26,5,2018,0,"Demonstrators demanding the release of Tommy Robinson, who was involved with Pegida UK, a British offshoot of the German anti Islam group","political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1881,Europe,United Kingdom,London,18,7,2016,18,7,2016,0,Campaign for Nuclear Disarmament,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1926,Europe,United Kingdom,London,20,2,2017,20,2,2017,0,EU migrants,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1927,Europe,United Kingdom,London,20,2,2017,20,2,2017,0,protesters,"political behavior, process",1,accomodate,,1000-1999,1000,1999,1500
1885,Europe,United Kingdom,London,16,12,2016,16,12,2016,0,students,"political behavior, process",1,accomodate,,1000-1999,1000,1999,1500
2011,Europe,United Kingdom,London,21,6,2017,21,6,2017,0,Protesters calling for the prime minister to resign,removal of politician,3,crowd_dispersal,,1000-1999,1000,1999,1500
1864,Europe,United Kingdom,London,25,4,2015,25,4,2015,1,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1943,Europe,United Kingdom,London,3,1,2017,3,1,2017,0,servicement,"political behavior, process",2,ignore,,100-999,100,999,550
1976,Europe,United Kingdom,London,26,1,2013,26,1,2013,0,Nurses,"political behavior, process",2,ignore,,100-999,100,999,550
1875,Europe,United Kingdom,London,7,4,2016,7,4,2016,0,locals,"political behavior, process",2,ignore,,100-999,100,999,550
1879,Europe,United Kingdom,London,15,6,2016,15,6,2016,0,anti Brexit activists,"political behavior, process",2,ignore,,100-999,100,999,550
1999,Europe,United Kingdom,London,15,6,2016,15,6,2016,0,Farmers and UKIP leader Nigel Farage,"political behavior, process",2,ignore,,100-999,100,999,550
2000,Europe,United Kingdom,London,15,6,2016,15,6,2016,0,200,"political behavior, process",2,ignore,,100-999,100,999,550
1907,Europe,United Kingdom,London,6,8,2011,12,8,2011,1,rioters,"political behavior, process",4,arrests,,100-999,100,999,550
1876,Europe,United Kingdom,London,16,4,2016,16,4,2016,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1923,Europe,United Kingdom,London,5,11,2016,5,11,2016,1,Million Mask March,"political behavior, process",4,arrests,,100-999,100,999,550
1894,Europe,United Kingdom,London,20,3,2018,20,3,2018,0,Students,labor wage dispute,3,crowd_dispersal,,100-999,100,999,550
2002,Europe,United Kingdom,London,11,7,2016,11,7,2016,0,commuters,"political behavior, process",2,ignore,,100-999,100,999,550
1043,Europe,Ireland,Longford,16,6,2013,16,6,2013,0,anti abortion protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1729,Europe,Ukraine,Luhansk,9,3,2014,9,3,2014,0,pro Russian activists,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1763,Europe,Ukraine,Luhansk,29,4,2014,29,4,2014,0,"pro Russian protesters, militants","political behavior, process",2,ignore,,100-999,100,999,550
1736,Europe,Ukraine,Lutsk,24,1,2014,24,1,2014,0,anti government protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1748,Europe,Ukraine,Lutsk,19,2,2014,19,2,2014,1,anti government protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1725,Europe,Ukraine,Lviv,21,11,2013,21,11,2013,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1745,Europe,Ukraine,Lviv,19,2,2014,19,2,2014,0,anti government protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1775,Europe,Ukraine,Lviv,24,1,2014,16,2,2014,0,"anti government protesters, local trade union","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
330,Europe,France,lyc_es_in_Saint_Denis,7,3,2017,7,3,2017,1,pupils,police brutality,4,arrests,,100-999,100,999,550
1613,Europe,Spain,Madrid,17,8,2011,17,8,2011,1,unspecified,"political behavior, process",4,arrests,,100-999,100,999,550
1614,Europe,Spain,Madrid,15,6,2017,15,6,2017,0,human rights activists,"political behavior, process",2,ignore,,100-999,100,999,550
1622,Europe,Spain,Madrid,29,9,2010,29,9,2010,0,labor unions,"political behavior, process",2,ignore,,100-999,100,999,550
1623,Europe,Spain,Madrid,25,4,2013,25,4,2013,1,anarchists,"political behavior, process",4,arrests,,100-999,100,999,550
1624,Europe,Spain,Madrid,7,10,2014,7,10,2014,0,animal rights activists,"political behavior, process",2,ignore,,100-999,100,999,550
1625,Europe,Spain,Madrid,8,10,2014,8,10,2014,0,health care workers,"political behavior, process",2,ignore,,100-999,100,999,550
1629,Europe,Spain,Madrid,23,1,2019,23,1,2019,1,taxi drivers,labor wage dispute,3,crowd_dispersal,,100-999,100,999,550
1630,Europe,Spain,Madrid,12,2,2019,12,2,2019,0,catalans; activists,"political behavior, process",2,ignore,,100-999,100,999,550
1632,Europe,Spain,Madrid,30,1,2012,30,1,2012,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1633,Europe,Spain,Madrid,22,5,2012,22,5,2012,0,students,"political behavior, process",2,ignore,,100-999,100,999,550
1634,Europe,Spain,Madrid,27,7,2012,27,7,2012,0,taxi drivers,labor wage dispute,2,ignore,,100-999,100,999,550
1636,Europe,Spain,Madrid,16,12,2012,16,12,2012,0,public health workers,"political behavior, process",2,ignore,,100-999,100,999,550
1637,Europe,Spain,Madrid,14,4,2013,14,4,2013,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1640,Europe,Spain,Madrid,19,1,2014,19,1,2014,0,protesters,"price increases, tax policy",2,ignore,,100-999,100,999,550
1644,Europe,Spain,Madrid,29,10,2016,29,10,2016,0,opposition supporters,removal of politician,2,ignore,,100-999,100,999,550
1662,Europe,Spain,Madrid,15,3,2018,15,3,2018,1,protesters,police brutality,3,crowd_dispersal,,100-999,100,999,550
1665,Europe,Spain,Madrid,29,3,2009,29,3,2009,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1674,Europe,Spain,Madrid,10,7,2012,11,7,2012,1,coal miners,"price increases, tax policy",3,crowd_dispersal,,100-999,100,999,550
1677,Europe,Spain,Madrid,15,9,2012,15,9,2012,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1678,Europe,Spain,Madrid,25,9,2012,25,9,2012,1,unspecified,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1684,Europe,Spain,Madrid,10,9,2016,10,9,2016,0,Party Against Mistreatment of Animals,"political behavior, process",2,ignore,,100-999,100,999,550
1689,Europe,Spain,Madrid,1,7,2017,1,7,2017,0,gays,social restrictions,2,ignore,,100-999,100,999,550
1708,Europe,Spain,Madrid,10,2,2019,10,2,2019,0,catalans; activists,"political behavior, process",2,ignore,,100-999,100,999,550
1631,Europe,Spain,Madrid,19,6,2011,19,6,2011,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1666,Europe,Spain,Madrid,1,5,2009,1,5,2009,0,labor unions,"political behavior, process",2,ignore,,100-999,100,999,550
1694,Europe,Spain,Madrid,7,10,2017,8,10,2017,0,Catalans,"political behavior, process",2,ignore,,100-999,100,999,550
1618,Europe,Spain,Madrid,25,11,2018,25,11,2018,0,women,"political behavior, process",2,ignore,,100-999,100,999,550
1645,Europe,Spain,Madrid,15,12,2016,19,12,2016,0,workers,labor wage dispute,2,ignore,,100-999,100,999,550
1833,Europe,United Kingdom,Manchester,29,1,2011,29,1,2011,0,"university students, National Union of Students","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1933,Europe,United Kingdom,Manchester,16,9,2018,16,9,2018,0,"Jews against the rising tide of antisemitism in the UK, and in particular against Labour Party leader Jeremy Corbyn","political behavior, process",2,ignore,,100-999,100,999,550
1941,Europe,United Kingdom,Manchester,30,9,2013,30,9,2013,0,mail delivery workers,labor wage dispute,2,ignore,,100-999,100,999,550
1991,Europe,United Kingdom,Manchester,5,10,2015,5,10,2015,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1992,Europe,United Kingdom,Manchester,6,10,2015,6,10,2015,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
2031,Europe,United Kingdom,Manchester,4,10,2015,4,10,2015,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
2034,Europe,United Kingdom,Manchester,1,10,2017,1,10,2017,0,Protesters against Brexit,"political behavior, process",2,ignore,,100-999,100,999,550
1610,Europe,Slovenia,Maribor,7,1,2013,7,1,2013,0,protesters,removal of politician,2,ignore,,100-999,100,999,550
131,Europe,Bulgaria,Marista_East_Mines,15,1,2012,22,1,2012,0,miners,labor wage dispute,2,ignore,,100-999,100,999,550
1760,Europe,Ukraine,Mariupol,24,4,2014,24,4,2014,1,pro Ukraine activists,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1761,Europe,Ukraine,Mariupol,25,4,2014,25,4,2014,0,"pro Russian activists, Donetsk People s Republic","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1765,Europe,Ukraine,Mariupol,7,5,2014,7,5,2014,1,pro Russian protesters,police brutality,3,crowd_dispersal,,100-999,100,999,550
1815,Europe,Ukraine,Mariupol,17,4,2014,17,4,2014,1,"pro Russian activists, militants","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
308,Europe,France,Marseille,29,6,2015,29,6,2015,1,taxi drivers,labor wage dispute,2,ignore,,>10000,10000,10000,10000
352,Europe,France,Marseille,1,9,2018,1,9,2018,0,workers,labor wage dispute,2,ignore,,>10000,10000,10000,10000
471,Europe,France,Marseille,15,11,2018,15,11,2018,0,Activists,land farm issue,2,ignore,,>10000,10000,10000,10000
379,Europe,France,Marseilles,14,5,2018,14,5,2018,0,students,"political behavior, process",2,ignore,,>10000,10000,10000,10000
334,Europe,France,Marseilles,26,6,2017,26,6,2017,0,labor unions,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1711,Europe,Sweden,Medborgarplatsen,31,8,2017,31,8,2017,0,Ung i Sverige,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1504,Europe,Russia,Mezhdurechensk,15,5,2010,15,5,2010,1,coal miners union,"political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
1020,Europe,Ireland,Midlands,3,10,2014,3,10,2014,0,protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1122,Europe,Italy,Milan,23,4,2009,23,4,2009,0,residents,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1124,Europe,Italy,Milan,8,12,2009,8,12,2009,0,"autoworkers, theater workers supporters",labor wage dispute,3,crowd_dispersal,,>10000,10000,10000,10000
1125,Europe,Italy,Milan,7,12,2010,7,12,2010,0,"protesters, students","political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
1126,Europe,Italy,Milan,6,4,2011,6,4,2011,0,anti Berlusconi demonstrators,removal of politician,3,crowd_dispersal,,>10000,10000,10000,10000
1157,Europe,Italy,Milan,29,8,2011,29,8,2011,0,mayors,"political behavior, process",1,accomodate,,>10000,10000,10000,10000
1178,Europe,Italy,Milan,18,10,2014,18,10,2014,0,Lega Nord,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1182,Europe,Italy,Milan,2,3,2019,2,3,2019,0,pro migrant activists,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1145,Europe,Italy,Milan,29,1,2011,29,1,2011,0,demonstrators,removal of politician,2,ignore,,>10000,10000,10000,10000
68,Europe,Belarus,Minsk,3,7,2011,3,7,2011,0,unspecified,"political behavior, process",3,crowd_dispersal,,>10000,10000,10000,10000
69,Europe,Belarus,Minsk,17,2,2017,17,2,2017,0,protesters,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
72,Europe,Belarus,Minsk,25,3,2009,25,3,2009,0,opposition supporters,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
73,Europe,Belarus,Minsk,22,6,2011,22,6,2011,0,unspecified,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
74,Europe,Belarus,Minsk,15,3,2017,15,3,2017,0,protesters,"price increases, tax policy",4,arrests,,5000-10000,5000,10000,7500
75,Europe,Belarus,Minsk,26,3,2017,26,3,2017,0,2000,"price increases, tax policy",4,arrests,,50-99,50,99,75
76,Europe,Belarus,Minsk,25,3,2011,25,3,2011,0,opposition activists,"political behavior, process",5,beatings,,50-99,50,99,75
77,Europe,Belarus,Minsk,15,6,2011,15,6,2011,0,unspecified,"political behavior, process",2,ignore,,50-99,50,99,75
78,Europe,Belarus,Minsk,6,7,2011,6,7,2011,0,unspecified,"political behavior, process",5,beatings,,50-99,50,99,75
79,Europe,Belarus,Minsk,25,3,2017,25,3,2017,0,protesters,"political behavior, process",4,arrests,,50-99,50,99,75
80,Europe,Belarus,Minsk,8,9,2017,8,9,2017,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
82,Europe,Belarus,Minsk,24,3,2018,24,3,2018,0,opposition,"political behavior, process",4,arrests,,50-99,50,99,75
83,Europe,Belarus,Minsk,19,12,2010,19,12,2010,1,opposition supporters,"political behavior, process",5,beatings,,50-99,50,99,75
2005,Europe,United Kingdom,Misperton,20,12,2016,2,1,2017,0,anti fracking protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1186,Europe,Kosovo,Mitrovica,23,11,2018,23,11,2018,0,Serbians,police brutality,2,ignore,,50-99,50,99,75
1187,Europe,Kosovo,Mitrovica,27,11,2018,27,11,2018,0,Serbians,"political behavior, process",2,ignore,,50-99,50,99,75
1195,Europe,Kosovo,Mitrovica,30,3,2010,30,3,2010,1,Albanians,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1196,Europe,Kosovo,Mitrovica,25,8,2009,25,8,2009,1,Serbs,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
99,Europe,Belgium,Molenbeek,4,4,2016,4,4,2016,1,far right protesters,"political behavior, process",4,arrests,,50-99,50,99,75
309,Europe,France,Mont Saint Michel,22,7,2015,22,7,2015,0,farmers,labor wage dispute,1,accomodate,,50-99,50,99,75
322,Europe,France,Montreal,6,6,2016,6,6,2016,1,far left CGT union,"political behavior, process",2,ignore,,50-99,50,99,75
1490,Europe,Russia,Moscow,20,9,2015,20,9,2015,0,protesters,removal of politician,2,ignore,,50-99,50,99,75
1453,Europe,Russia,Moscow,26,12,2010,26,12,2010,0,unspecified,"political behavior, process",2,ignore,,50-99,50,99,75
1454,Europe,Russia,Moscow,10,3,2012,10,3,2012,0,opposition groups,"political behavior, process",4,arrests,,50-99,50,99,75
1455,Europe,Russia,Moscow,6,5,2012,6,5,2012,1,unspecified,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1456,Europe,Russia,Moscow,13,5,2012,13,5,2012,0,unspecified,"political behavior, process",2,ignore,,50-99,50,99,75
1457,Europe,Russia,Moscow,6,5,2013,6,5,2013,0,unspecified,"political behavior, process",2,ignore,,50-99,50,99,75
1458,Europe,Russia,Moscow,12,6,2013,12,6,2013,0,Alexei Navalny,"political behavior, process",2,ignore,,50-99,50,99,75
1459,Europe,Russia,Moscow,18,7,2013,18,7,2013,0,supporters of Alexei Navalny,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
1460,Europe,Russia,Moscow,30,11,2014,30,11,2014,0,"doctors, patients, demonstrators","political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1464,Europe,Russia,Moscow,6,5,2017,6,5,2017,0,nationalists; gays ,removal of politician,4,arrests,,2000-4999,2000,4999,3500
1467,Europe,Russia,Moscow,25,5,2010,27,5,2010,0,Moscow Architecture Preservation Society,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
