Region,Country,Location,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Participants,Participants-estimated,Protester Identity,Protester Demand,State Response 1,State Response 2,Participants,,
Europe,Hungary,Budapest,23,10,2011,23,10,2011,0,>10000,,protesters,"political behavior, process",ignore,,>10000,,
Europe,Hungary,Budapest,23,12,2011,23,12,2011,0,2000-4999,,protesters,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Hungary,Budapest,2,1,2012,2,1,2012,0,>10000,,protesters,"political behavior, process",ignore,,>10000,,
Europe,Hungary,Budapest,27,11,2012,27,11,2012,0,100-999,,protesters,social restrictions,ignore,,100-999,,
Europe,Hungary,Budapest,9,3,2013,9,3,2013,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Hungary,Budapest,11,3,2013,11,3,2013,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Hungary,Budapest,20,4,2013,20,4,2013,0,100-999,,cyclists,"political behavior, process",ignore,,100-999,,
Europe,Hungary,Budapest,22,10,2014,22,10,2014,0,>10000,,protesters,"price increases, tax policy",ignore,,>10000,,
Europe,Hungary,Budapest,26,10,2014,26,10,2014,0,>10000,,protesters,"price increases, tax policy",ignore,,>10000,,
Europe,Hungary,Budapest,28,10,2014,28,10,2014,0,>10000,,protesters,"price increases, tax policy",accomodation,,>10000,,
Europe,Hungary,Budapest,1,9,2015,1,9,2015,0,2000-4999,,migrants,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Hungary,Budapest,2,9,2015,2,9,2015,0,100-999,,asylum seekers,"political behavior, process",crowd dispersal,,100-999,,
Europe,Hungary,Roszke,15,9,2015,15,9,2015,0,100-999,,refugees,"political behavior, process",ignore,,100-999,,
Europe,Hungary,Roszke,16,9,2015,16,9,2015,1,100-999,,migrants,"political behavior, process",crowd dispersal,,100-999,,
Europe,Hungary,Szekesfeherva,7,12,2015,7,12,2015,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Hungary,Szekesfeherva,13,12,2015,13,12,2015,0,100-999,,"protesters and US special envoy to combat and monitor anti Semitism, Ira Forman","political behavior, process",ignore,,100-999,,
Europe,Hungary,Budapest,22,7,2016,22,7,2016,0,100-999,,migrants,"political behavior, process",ignore,,100-999,,
Europe,Hungary,Budapest,16,10,2016,16,10,2016,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Hungary,Budapest,4,4,2017,4,4,2017,0,5000-10000,,students,"political behavior, process",ignore,,5000-10000,,
Europe,Hungary,Budapest; national,9,4,2017,9,4,2017,0,>10000,,students,"political behavior, process",ignore,,>10000,,
Europe,Hungary,Budapest,12,4,2017,15,4,2017,0,>10000,,protesters,"political behavior, process",ignore,,>10000,,
Europe,Hungary,Budapest,21,5,2017,21,5,2017,0,5000-10000,,protesters,"political behavior, process",ignore,,5000-10000,,
Europe,Hungary,Budapest,11,3,2018,11,3,2018,0,>10000,,nationalists,social restrictions,ignore,,>10000,,
Europe,Hungary,Budapest,7,4,2018,7,4,2018,0,100-999,,protesters,removal of politician,ignore,,100-999,,
Europe,Hungary,Budapest; national,14,4,2018,14,4,2018,0,>10000,,protesters,removal of politician,ignore,,>10000,,
Europe,Hungary,Budapest,10,5,2018,10,5,2018,0,50-99,,protesters,removal of politician,ignore,,50-99,,
Europe,Hungary,Budapest,12,12,2018,14,12,2018,0,5000-10000,,protesters,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Hungary,Budapest,15,12,2018,15,12,2018,0,>10000,,protesters,"political behavior, process",crowd dispersal,,>10000,,
Europe,Hungary,Budapest,16,12,2018,16,12,2018,0,5000-10000,,protesters,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Hungary,Budapest,21,12,2018,21,12,2018,0,5000-10000,,protesters,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Hungary,Budapest,5,1,2019,5,1,2019,0,5000-10000,,protesters,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Hungary,Budapest,10,2,2019,10,2,2019,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,4,2,2009,4,2,2009,0,>10000,,Union of Students in Ireland  USI ,"political behavior, process",ignore,,>10000,,
Europe,Ireland,Dublin,25,2,2009,25,2,2009,0,2000-4999,,gardai,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Dublin,13,3,2009,13,3,2009,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,3,11,2010,3,11,2010,1,>10000,,Union of Students in Ireland  USI ,"political behavior, process",crowd dispersal,,>10000,,
Europe,Ireland,Dublin,12,11,2010,12,11,2010,0,50-99,,union of students in Ireland  USI ,police brutality,ignore,,50-99,,
Europe,Ireland,Dublin,27,11,2010,27,11,2010,0,>10000,,Irish Congress of Trade Unions  ICTU ,"political behavior, process",ignore,,>10000,,
Europe,Ireland,Dublin,7,12,2010,7,12,2010,0,1000-1999,,protesters,"political behavior, process",arrests,,1000-1999,,
Europe,Ireland,Dublin,31,3,2012,31,3,2012,0,5000-10000,,protesters,"price increases, tax policy",ignore,,5000-10000,,
Europe,Ireland,Dublin,14,11,2012,14,11,2012,0,5000-10000,,protesters,social restrictions,ignore,,5000-10000,,
Europe,Ireland,Dublin,19,1,2013,19,1,2013,0,,,pro choice supporters,"political behavior, process",ignore,,,,
Europe,Ireland,Dublin,3,2,2013,3,2,2013,0,1000-1999,,protesters,"political behavior, process",ignore,,1000-1999,,
Europe,Ireland,"Dublin, Cork, Galway, Limerick, Sligo, Waterford",9,2,2013,9,2,2013,0,>10000,,Irish Congress of Trade Unions,"political behavior, process",ignore,,>10000,,
Europe,Ireland,Cork,9,3,2013,9,3,2013,0,1000-1999,,Irish Farmers  Association  IFA ,"political behavior, process",accomodation,,1000-1999,,
Europe,Ireland,Dublin,11,3,2013,11,3,2013,0,100-999,,Irish Farmers  Association  IFA ,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Clare County,2,4,2013,2,4,2013,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,13,4,2013,13,4,2013,0,5000-10000,,Campaign Against Household and Water Taxes,"political behavior, process",ignore,,5000-10000,,
Europe,Ireland,Dublin,24,4,2013,24,4,2013,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,25,4,2013,25,4,2013,0,50-99,,TUI,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,1,5,2013,1,5,2013,0,100-999,,Dublin Council of Trade Unions  DCTU ,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Listowel,9,5,2013,9,5,2013,0,50-99,,Turf Cutters and Contractors Association,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,8,6,2013,8,6,2013,0,>10000,,Pro Life Campaign,"political behavior, process",ignore,,>10000,,
Europe,Ireland,Longford,16,6,2013,16,6,2013,0,100-999,,anti abortion protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,21,6,2013,21,6,2013,0,1000-1999,,protesters,"political behavior, process",ignore,,1000-1999,,
Europe,Ireland,Cork,25,6,2013,25,6,2013,0,50-99,,asylum seekers,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,10,7,2013,10,7,2013,0,100-999,,pro life protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,10,7,2013,10,7,2013,0,100-999,,pro choice protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,18,8,2013,18,8,2013,0,2000-4999,,LGBT Noise,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Listowel,25,8,2013,25,8,2013,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Ballinasloe,15,9,2013,15,9,2013,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Leinster,18,9,2013,18,9,2013,0,100-999,,protesters,"political behavior, process",crowd dispersal,,100-999,,
Europe,Ireland,"Dublin, Cork",1,10,2013,1,10,2013,0,1000-1999,,Union of Students in Ireland  USI ,"political behavior, process",ignore,,1000-1999,,
Europe,Ireland,Dublin,15,10,2013,15,10,2013,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,22,10,2013,22,10,2013,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Dublin,26,10,2013,26,10,2013,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Waterford,9,11,2013,9,11,2013,0,1000-1999,,Comeraghs Against Pylons and Comeragh Rathgormack K9 Pylon Prevention groups,"political behavior, process",ignore,,1000-1999,,
Europe,Ireland,Dublin,25,11,2013,25,11,2013,0,100-999,,travelers,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Wexford,5,1,2014,5,1,2014,0,100-999,,rethink pylons.org,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,6,2,2014,6,2,2014,0,50-99,,Union of students in Ireland  USI ,labor wage dispute,ignore,,50-99,,
Europe,Ireland,Dublin,17,2,2014,17,2,2014,0,5000-10000,,protesters,"political behavior, process",ignore,,5000-10000,,
Europe,Ireland,Dublin,17,2,2014,17,2,2014,0,100-999,,taxi drivers,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Cork,19,2,2014,19,2,2014,0,100-999,,trade unions,labor wage dispute,ignore,,100-999,,
Europe,Ireland,Connemra,23,2,2014,23,2,2014,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,25,2,2014,25,2,2014,0,100-999,,residents,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,26,2,2014,26,2,2014,0,100-999,,Irish Postmasters Union,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Cork,1,3,2014,1,3,2014,0,1000-1999,,protesters,"political behavior, process",ignore,,1000-1999,,
Europe,Ireland,Enniskillen,1,3,2014,1,3,2014,0,50-99,,Garrison and Lough Melvin Fishing Association,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,4,3,2014,4,3,2014,0,2000-4999,,Irish Farmers Association  IFA ,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,National,11,3,2014,11,3,2014,0,>10000,,Teacher? s Union of Ireland  TUI  and ASTI,"political behavior, process",ignore,,>10000,,
Europe,Ireland,Kilkenny,22,3,2014,22,3,2014,0,100-999,,Campaign to Complete the Kilkenny Ring Road group,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,15,4,2014,15,4,2014,0,5000-10000,,protesters,"political behavior, process",ignore,,5000-10000,,
Europe,Ireland,Dublin,3,5,2014,3,5,2014,0,2000-4999,,Pro life campaign,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Dublin,10,5,2014,10,5,2014,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,21,5,2014,21,5,2014,0,50-99,,protesters,"political behavior, process",accomodation,,50-99,,
Europe,Ireland,Cork,15,6,2014,15,6,2014,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,17,6,2014,17,6,2014,0,100-999,,council members,labor wage dispute,ignore,,100-999,,
Europe,Ireland,Dublin,17,6,2014,17,6,2014,0,50-99,,Irish Farmers Association  IFA  ,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Galway,3,7,2014,3,7,2014,0,50-99,,Psychiatric Nurses  Association,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Skopje,11,7,2014,11,7,2014,0,100-999,,ethnic Albanians,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,30,7,2014,30,7,2014,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Kilkenny,5,8,2014,5,8,2014,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Ireland,"Belcoo, Co Fermanagh, Fermanagh, Leitrim, and Cavan",8,8,2014,8,8,2014,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Drogheda,20,8,2014,20,8,2014,0,50-99,,Irish Nurses and Midwives Organization  INMO  and SIPTU,labor wage dispute,ignore,,50-99,,
Europe,Ireland,Dublin,20,8,2014,20,8,2014,0,2000-4999,,Choice Ireland and the Abortion Rights Campaign,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Limerick,22,8,2014,22,8,2014,0,100-999,,asylum seekers,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Waterford,23,8,2014,23,8,2014,0,50-99,,Waterford Crystal Workers,labor wage dispute,ignore,,50-99,,
Europe,Ireland,National,24,8,2014,24,8,2014,0,100-999,,National Bus and Rail Union  NBRU  and SIPTU,labor wage dispute,ignore,,100-999,,
Europe,Ireland,"Dublin, Midlands",2,9,2014,11,9,2014,0,50-99,,asylum seekers,"political behavior, process",accomodation,,50-99,,
Europe,Ireland,Cork,15,9,2014,18,9,2014,0,100-999,,asylum seekers,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Galway,17,9,2014,17,9,2014,0,50-99,,Irish Nurses and Midwives Organisation  INMO  ,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Cork,18,9,2014,18,9,2014,0,50-99,,asylum seekers,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,24,9,2014,24,9,2014,0,100-999,,National Association of General Practitioners  NAGP ,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Midlands,3,10,2014,3,10,2014,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Dublin,6,10,2014,6,10,2014,0,100-999,,protesters,"political behavior, process",crowd dispersal,arrests,100-999,,
Europe,Ireland,Waterford,8,10,2014,8,10,2014,0,50-99,,asylum seekers,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,11,10,2014,11,10,2014,0,>10000,,protesters,"price increases, tax policy",ignore,,>10000,,
Europe,Ireland,Dublin,20,10,2014,20,10,2014,0,,,Irish Road Haulage Association,"price increases, tax policy",ignore,,,,
Europe,Ireland,"Limerick, Cork",25,10,2014,25,10,2014,0,5000-10000,,anti asterity alliance,"price increases, tax policy",ignore,,5000-10000,,
Europe,Ireland,National,27,10,2014,28,10,2014,0,2000-4999,,Irish Farmers Association  IFA ,labor wage dispute,ignore,,2000-4999,,
Europe,Ireland,Dublin,28,10,2014,28,10,2014,0,50-99,,pro choice activists,social restrictions,ignore,,50-99,,
Europe,Ireland,National,1,11,2014,1,11,2014,0,>10000,,anti austerity alliance,"price increases, tax policy",ignore,,>10000,,
Europe,Ireland,Limerick,3,11,2014,3,11,2014,0,50-99,,anti austerity alliance,"price increases, tax policy",ignore,,50-99,,
Europe,Ireland,Dublin,5,11,2014,5,11,2014,0,100-999,,protesters,police brutality,ignore,,100-999,,
Europe,Ireland,National,9,11,2014,10,11,2014,0,50-99,,Irish Farmers Association  IFA  ,"price increases, tax policy",accomodation,,50-99,,
Europe,Ireland,Sligo,15,11,2014,15,11,2014,1,100-999,,anti water charges protesters,"price increases, tax policy",crowd dispersal,,100-999,,
Europe,Ireland,Dublin,16,11,2014,16,11,2014,1,50-99,,anti water charges protesters,"price increases, tax policy",crowd dispersal,,50-99,,
Europe,Ireland,Dublin,18,11,2014,18,11,2014,0,2000-4999,,"Irish Nurses  and Midwives  Organisation, Siptu and the Psychiatric Nurses  Association","price increases, tax policy",ignore,,2000-4999,,
Europe,Ireland,Dublin,20,11,2014,20,11,2014,0,100-999,,asylum seekers,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Jobstown,22,11,2014,22,11,2014,0,100-999,,anti water charges protesters,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Dublin,10,12,2014,10,12,2014,0,>10000,,anti water charges protesters,"price increases, tax policy",crowd dispersal,,>10000,,
Europe,Ireland,Dublin,10,12,2014,10,12,2014,0,100-999,,anti water charges protesters,"price increases, tax policy",crowd dispersal,,100-999,,
Europe,Ireland,Dublin,10,12,2014,10,12,2014,1,100-999,,anti water charges protesters,"price increases, tax policy",arrests,crowd dispersal,100-999,,
Europe,Ireland,Dublin,20,12,2014,20,12,2014,0,100-999,,anti water charges protesters,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Mullingar,17,1,2015,17,1,2015,0,50-99,,Irish Nurses and Midwives Organization,labor wage dispute,ignore,,50-99,,
Europe,Ireland,Dublin,20,1,2015,20,1,2015,0,100-999,,taxi drivers,labor wage dispute,ignore,,100-999,,
Europe,Ireland,Finglas,22,1,2015,22,1,2015,0,100-999,,water charges protest,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Galway,30,1,2015,30,1,2015,0,100-999,,Equality Tribunal,social restrictions,ignore,,100-999,,
Europe,Ireland,National,31,1,2015,31,1,2015,0,>10000,,protesters,"price increases, tax policy",arrests,,>10000,,
Europe,Ireland,Dublin,17,2,2015,17,2,2015,0,2000-4999,,Association of Childhood Professionals,"price increases, tax policy",ignore,,2000-4999,,
Europe,Ireland,Dublin,18,2,2015,18,2,2015,0,100-999,,mental health advocates,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Dublin and Castlebar,21,2,2015,21,2,2015,0,5000-10000,,Right2Water,"price increases, tax policy",ignore,,5000-10000,,
Europe,Ireland,,25,2,2015,25,2,2015,0,100-999,,coalition of NUIG students societies,social restrictions,ignore,,100-999,,
Europe,Ireland,Killarney,28,2,2015,28,2,2015,1,100-999,,campaign against water charges,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,"Dublin, Sligo, Cork, Drogheda",2,3,2015,2,3,2015,0,100-999,,Union member nurses,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Dublin,15,3,2015,15,3,2015,0,50-99,,undocumented migrants,social restrictions,ignore,,50-99,,
Europe,Ireland,Dublin,21,3,2015,21,3,2015,0,>10000,,Right2Water,"price increases, tax policy",ignore,,>10000,,
Europe,Ireland,Castlebar,23,3,2015,23,3,2015,0,50-99,,protesters,land farm issue,crowd dispersal,,50-99,,
Europe,Ireland,Dublin,18,4,2015,18,4,2015,0,5000-10000,,Water protesters,"price increases, tax policy",ignore,,5000-10000,,
Europe,Ireland,Cremlin,20,4,2015,20,4,2015,0,100-999,,Water protesters,"price increases, tax policy",arrests,,100-999,,
Europe,Ireland,Dublin,1,5,2015,1,5,2015,0,5000-10000,,Dublin Council of Trade Unions & Right2Water,"price increases, tax policy",ignore,,5000-10000,,
Europe,Ireland,Cork City,6,6,2015,6,6,2015,0,1000-1999,,Anti austerity alliance,"price increases, tax policy",ignore,,1000-1999,,
Europe,Ireland,Dublin,6,6,2015,6,6,2015,0,2000-4999,,Dunnes store workers,labor wage dispute,ignore,,2000-4999,,
Europe,Ireland,Dublin,10,6,2015,10,6,2015,0,50-99,,pensioners,"price increases, tax policy",ignore,,50-99,,
Europe,Ireland,Dublin,20,6,2015,20,6,2015,0,5000-10000,,water protesters,"price increases, tax policy",ignore,,5000-10000,,
Europe,Ireland,Dublin,15,7,2015,15,7,2015,0,100-999,,water protesters,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Letterkenny,7,8,2015,7,8,2015,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,29,8,2015,29,8,2015,0,>10000,,Right2Water,"price increases, tax policy",ignore,,>10000,,
Europe,Ireland,Dublin,12,9,2015,12,9,2015,0,2000-4999,,protesters.,"political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Dublin,25,10,2015,25,10,2015,0,100-999,,Roopesh Panicker  member of the Hindu community ,social restrictions,ignore,,100-999,,
Europe,Ireland,Dublin,27,10,2015,27,10,2015,0,100-999,,Tax Justice Ireland & Debt and Development Coalition Ireland,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Dublin,28,10,2015,28,10,2015,0,50-99,,Travellers,social restrictions,ignore,,50-99,,
Europe,Ireland,Dublin,2,11,2015,2,11,2015,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Carrick on Shannon,14,11,2015,14,11,2015,0,100-999,,protesters,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,"Dublin, Cork, Galway",29,11,2015,29,11,2015,0,5000-10000,,Stop Climate Chaos Transition Galway,"political behavior, process",ignore,,5000-10000,,
Europe,Ireland,Dublin,1,12,2015,1,12,2015,1,100-999,,National Homeless and Housing Coalition,"political behavior, process",crowd dispersal,,100-999,,
Europe,Ireland,"National, Dublin, Cork,",23,1,2016,23,1,2016,0,5000-10000,,"Right2Water demonstrators, trade unions","price increases, tax policy",ignore,,5000-10000,,
Europe,Ireland,Dublin,20,2,2016,20,2,2016,0,>10000,,Right2Change,"price increases, tax policy",ignore,,>10000,,
Europe,Ireland,Dublin s St Vincents hospital,2,3,2016,2,3,2016,0,50-99,,nurses,labor wage dispute,ignore,,50-99,,
Europe,Ireland,Dublin,29,3,2016,29,3,2016,0,50-99,,New Land League,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin s Glasnevin Cemetery,3,4,2016,3,4,2016,1,100-999,,32 County Sovereignty Movement,"political behavior, process",crowd dispersal,,100-999,,
Europe,Ireland,Carrigaline Court Hotel in Cork,19,4,2016,19,4,2016,0,100-999,,anti incinerator protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Finagles,20,4,2016,20,4,2016,0,50-99,,residents,"political behavior, process",ignore,,50-99,,
Europe,Ireland,"Kildare street Dublin, Galway",28,4,2016,28,4,2016,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Limerick Circuit Civic Court,6,5,2016,6,5,2016,1,100-999,,anti evocation protesters,land farm issue,crowd dispersal,,100-999,,
Europe,Ireland,South Dublin Monkstown Educate Together primary school,11,5,2016,11,5,2016,0,100-999,,parents of students,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Dublin,17,5,2016,17,5,2016,0,100-999,,Senior Gardai  police ,labor wage dispute,ignore,,100-999,,
Europe,Ireland,Dublin,28,5,2016,28,5,2016,0,1000-1999,,National Homeless and Housing Coalition,land farm issue,ignore,,1000-1999,,
Europe,Ireland,"Foynes Port, Co Limerick",2,8,2016,2,8,2016,0,100-999,,farmers,"price increases, tax policy",ignore,,100-999,,
Europe,Ireland,Dublin,19,9,2016,19,9,2016,0,50-99,,Anti austerity alliance,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,24,9,2016,24,9,2016,0,>10000,,pro choice demonstrators,"political behavior, process",ignore,,>10000,,
Europe,Ireland,Dublin,3,10,2016,3,10,2016,0,50-99,,Dublin Cycling Campaign and Cyclist,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dublin,19,10,2016,19,10,2016,0,5000-10000,,students,"political behavior, process",ignore,,5000-10000,,
Europe,Ireland,Sligo,12,11,2016,12,11,2016,0,50-99,,protesters,"political behavior, process",accomodation,,50-99,,
Europe,Ireland,Russian embassy in Dublin,14,12,2016,14,12,2016,0,100-999,,Irish Syria Solidarity Movement,"political behavior, process",ignore,,100-999,,
Europe,Ireland,Department of finance dublin,3,1,2017,3,1,2017,0,100-999,,Home Sweet Home group,land farm issue,ignore,,100-999,,
Europe,Ireland,Leinster House Dublin,2,3,2017,2,3,2017,0,50-99,,"Birdwatch Ireland, The Federation of Irish Beekeepers  Associations, Hedge Laying Association of Ireland, Irish Wildlife Trust, An Taisce ","political behavior, process",ignore,,50-99,,
Europe,Ireland,"Garden of Remembrance in Parnell Square, Leinster House Dublin, Cork, Mayo, Kilkenny, Meath, Wexford, Waterford, Limerick",8,3,2017,8,3,2017,0,5000-10000,,Coalition to Repeal the Eighth Amendment,social restrictions,ignore,,5000-10000,,
Europe,Ireland,GPO in Dublin,14,3,2017,14,3,2017,0,50-99,,postmasters and supporters,"political behavior, process",ignore,,50-99,,
Europe,Ireland,Dail in Dublin,30,3,2017,30,3,2017,0,2000-4999,,"Irish Wheelchair Association, Down Syndrome Ireland and the Central Remedial Clinic","political behavior, process",ignore,,2000-4999,,
Europe,Ireland,Dublin,30,9,2017,30,9,2017,0,>10000,,Protesters demanding an end to the country s constitutional ban on abortion,"political behavior, process",ignore,,>10000,,
Europe,Ireland,Dublin,12,3,2018,12,3,2018,0,50-99,,Members of several taxi unions,labor wage dispute,ignore,,50-99,,
Europe,Ireland,Limerick,1,4,2018,1,4,2018,0,1000-1999,,Residents and campaigners opposed to An Bord Plean la s decision to allow Irish Cement to burn different types of waste at its plant ,land farm issue,ignore,,1000-1999,,
Europe,Ireland,Tralee,1,7,2018,1,7,2018,0,100-999,,"Farmers from around Ireland, organised by the Irish Farmers  Association  IFA ",land farm issue,ignore,,100-999,,
Europe,Ireland,Galway,10,9,2018,10,9,2018,0,50-99,,Nurses and midwives,"political behavior, process",ignore,,50-99,,
Europe,Ireland,"34 North Frederick Street, Dublin 1",12,9,2018,12,9,2018,0,100-999,,Protesters criticising garda action during a housing protest,police brutality,ignore,,100-999,,
Europe,Ireland,"Leinster House, Kildare Street",19,9,2018,19,9,2018,0,1000-1999,,Retired members and relatives of serving military personnel,labor wage dispute,ignore,,1000-1999,,
Europe,Ireland,"Molesworth Street, Dublin",3,10,2018,3,10,2018,0,>10000,,"A diverse protest against the housing crisis, including Abortion Rights Campaign, the Irish Congress of Trade Unions, Union of Students in Ireland Women s Aid, National Women s Council of Ireland","political behavior, process",ignore,,>10000,,
Europe,Ireland,"In five cities across Ireland, including the Spire on O Connell Street in Dublin; the court complex in Cork; Limerick",14,11,2018,14,11,2018,0,1000-1999,,Protesters opposed to victim blaming in the justice system s handling of a sexual assault case,"political behavior, process",ignore,,1000-1999,,
Europe,Ireland,"Strokestown, Co Roscommon",23,12,2018,23,12,2018,0,100-999,,"People calling for an end to forced evictions, including the protest group Gl r na Tuaithe  Rural Voice ",land farm issue,accomodation,,100-999,,
Europe,Ireland,Rooskey in Leitrim,13,1,2019,13,1,2019,0,50-99,,"Leitrim and Roscommon United Against Racism, an anti racism group protesting the treatment of immigrants in Ireland as well as the direct provision system",social restrictions,ignore,,50-99,,
Europe,Ireland,"The D il, Dublin",6,2,2019,6,2,2019,0,100-999,,"General Practitioners, organised by the National Association of General Practitioners  NAGP ",labor wage dispute,ignore,,100-999,,
Europe,Ireland,"From Stephen s Green to Leinster House, Dublin",15,3,2019,15,3,2019,0,>10000,,"Students, young people","political behavior, process",ignore,,>10000,,
Europe,Italy,Milan,23,4,2009,23,4,2009,0,50-99,,residents,"political behavior, process",ignore,,50-99,,
Europe,Italy,Rome,4,6,2009,4,6,2009,0,100-999,, liberal Radical party politicians,"political behavior, process",ignore,,100-999,,
Europe,Italy,L Aquila,30,7,2009,30,7,2009,0,50-99,,residents,"political behavior, process",ignore,,50-99,,
Europe,Italy,Rome,3,10,2009,3,10,2009,0,>10000,,"Italians, Italian Press Federation","political behavior, process",crowd dispersal,,>10000,,
Europe,Italy,Rome,5,12,2009,5,12,2009,0,>10000,,Italians,removal of politician,crowd dispersal,,>10000,,
Europe,Italy,Milan,8,12,2009,8,12,2009,0,50-99,,"autoworkers, theater workers supporters",labor wage dispute,crowd dispersal,,50-99,,
Europe,Italy,Rome,27,2,2010,27,2,2010,0,>10000,,Il Popolo Viola  Purple People ,removal of politician,ignore,,>10000,,
Europe,Italy,Bergamo,27,8,2010,27,8,2010,1,100-999,,soccer hooligans,"political behavior, process",crowd dispersal,arrests,100-999,,
Europe,Italy,Terzigno and Boscotrecase,2,9,2010,23,10,2010,1,100-999,,residents,land farm issue,crowd dispersal,arrests,100-999,,
Europe,Italy,Pompeii to Terzigno,26,10,2010,26,10,2010,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Italy,Milan,7,12,2010,7,12,2010,0,50-99,,"protesters, students","political behavior, process",crowd dispersal,,50-99,,
Europe,Italy,Rome,14,12,2010,14,12,2010,1,>10000,,"protesters,  black bloc , students","political behavior, process",crowd dispersal,,>10000,,
